Index,Distances
"[  680  7779 59491 59543 32286 61557  5047 63066 30765   700 59789 35186
 35179 26506 35003 35075 69835 26367 56281  5899 67494 64946 18604 64481
 34955 32053 55538 40361  1073 65039 64987 68269 35227 16338  5807 41775
 58545 60555   257 55423 14939   297 56445 32513 10504  5835 59589 43473
 52681 58797  5891 37104 22331 55421  1037 50144 57375 59863 15214 52517
 66695 16389 26309  4959 67009 22403 34583 24766 43415 28914 57779  8179
 39913 26004 26269 55087 26365 54869  3957 45729 58531 19634 41574  6914
 16434 54181 44685 29122 63377   413 20490 11419 26599 45847  2046 15283
 57011 44771 59159 66553]","[   0.     1107.7202 1118.0546 1124.7528 1129.1031 1170.874  1307.688
 1339.8873 1357.6635 1363.3334 1375.4366 1379.3795 1387.5154 1388.9381
 1401.9968 1417.8727 1419.3928 1420.5045 1422.4243 1424.4136 1435.0564
 1445.0585 1446.6233 1448.1471 1448.9675 1453.6526 1462.4841 1462.9067
 1465.9294 1466.3284 1469.4703 1469.6527 1477.0704 1479.9963 1481.8806
 1487.2424 1488.469  1489.1407 1490.1483 1496.4708 1502.5288 1505.49
 1518.9233 1519.4141 1522.9553 1523.261  1525.2124 1527.7235 1531.8134
 1532.0411 1537.9908 1540.1825 1540.6625 1540.7177 1543.8339 1547.7422
 1548.6685 1551.9124 1552.688  1556.2281 1557.0992 1558.5609 1562.3585
 1565.163  1566.4999 1572.4987 1573.403  1575.0543 1576.1339 1577.2362
 1583.9905 1588.5345 1592.2839 1594.6022 1595.594  1596.0796 1597.3578
 1599.4224 1599.6578 1600.3206 1603.0397 1603.6166 1603.8837 1604.5604
 1606.2384 1607.3998 1609.613  1610.1627 1613.2991 1614.8567 1616.1813
 1616.2549 1617.772  1618.2908 1621.104  1622.3397 1623.6736 1624.0052
 1625.4587 1626.9269]"
"[  681   701 53007 17221 57313  5273 44649 67172 35497 68433 51233 36665
 57587 12975 51319 15529 57419 51311 18957 67116  7717 57275 67387 49449
 49405  1297 44655  2523 19701 68423 40019 18821 57353  8407 57233 57297
 51295  5179   721  2545 53969 18791 53311 12977 68677 10991 51179 69949
 24441 41869  5267 47437 17251   311 53981 69966   395 55057 55135 55185
 17199 40093 48673   261 32658 10697 33305 67113 68385  3053 67166 43643
 29643 49403 67415  3115 42021 42305 50160  5279   367 55077 19331 27624
 43359 33379 63622 19723 57490 52513 19277  5329 53929 22424 52441 57413
 69021  2397  4349 42325]","[   0.      844.3921 1022.5991 1113.5686 1124.5164 1143.9948 1149.5143
 1160.801  1164.6897 1168.2247 1192.4315 1197.119  1204.834  1229.53
 1236.7441 1238.8652 1240.7397 1241.     1242.5135 1257.839  1266.734
 1269.5554 1272.9827 1275.7092 1287.5123 1293.8284 1294.7166 1294.9854
 1317.0391 1319.6189 1322.777  1325.029  1329.6732 1332.7675 1338.2937
 1340.9937 1345.8495 1351.7814 1353.7223 1354.5792 1368.6968 1374.2118
 1375.819  1384.8195 1390.3539 1390.8322 1398.6815 1399.3467 1400.2053
 1400.9792 1401.6583 1402.2667 1407.6676 1424.5364 1424.7758 1427.4695
 1428.3784 1430.3014 1432.2029 1443.0793 1445.2056 1450.7981 1457.55
 1463.0123 1463.1476 1464.7535 1465.7145 1468.6198 1470.0731 1477.439
 1477.5781 1482.5687 1484.2709 1485.3262 1485.6945 1487.2716 1490.6787
 1491.6461 1492.9009 1493.0743 1493.1239 1494.6398 1499.5717 1500.0106
 1501.2235 1501.3894 1502.7958 1503.3552 1504.1038 1507.3894 1508.2148
 1510.6035 1511.489  1518.872  1520.8511 1520.9747 1521.3868 1523.5137
 1524.6193 1526.2179]"
"[  682 11434 17970  1576 22197 25826 12440 61481 22262 14018  4336 44088
 12618  7208 10112 50531 27882 35964 22189 56532 41298  8950 43870 28354
 31210 18436 40867 49722 37603 61327 13856 16048 64235  7124 56634 53612
 43130 43954 33712  7166 48984 36336 32759 50567 36972 51894 19198 22394
 39000  1198 38834 18582 18756 52146 25670 54702 27004 18560 22031 33402
 26296 15456 44721 45178 43628 23090 37616 55954 48048  8644 27398 17936
 63282 63232 37490 27370 26890 36456 10576 50053  9066 26558 54312 15576
 52402 33671 10336  3278  9667  2176 28676 61751 39514 62499 14572 41036
 13304   434 42116 18888]","[   0.       946.79144 1201.015   1249.363   1254.2687  1259.9191
 1265.8625  1283.9291  1297.1145  1303.8804  1312.0831  1313.6057
 1317.7651  1324.2515  1326.5293  1333.2097  1333.7938  1333.9779
 1334.0004  1338.9962  1357.7175  1358.8031  1362.5502  1369.9716
 1373.5781  1373.9629  1375.3319  1376.4019  1385.5724  1394.1525
 1394.6287  1399.5692  1400.5935  1402.5886  1403.6691  1404.3693
 1405.0594  1410.8363  1414.9113  1432.6063  1443.5979  1443.8927
 1444.4816  1444.5778  1444.7529  1445.4425  1446.6658  1448.9824
 1451.6146  1452.4293  1460.1469  1467.7043  1475.0414  1478.8817
 1482.0193  1482.9103  1487.9808  1489.948   1490.0986  1491.109
 1492.0653  1492.7347  1493.0999  1498.2136  1503.6316  1503.9232
 1505.1475  1506.1962  1509.6108  1510.2539  1522.653   1527.2328
 1528.5974  1529.1246  1530.5887  1531.3269  1533.0646  1533.3127
 1533.5789  1533.5869  1533.689   1534.5322  1535.633   1536.2649
 1538.8086  1539.201   1539.5204  1540.5006  1542.7819  1546.6393
 1547.422   1548.2277  1549.153   1550.2887  1550.3245  1553.1062
 1554.4127  1554.5012  1554.891   1555.3392 ]"
"[  683 40451  5579 66306 33109 12579 40017   723 17343 40557 59925 59304
 37875   839 47800 20729 22955 17483 16966 51663 48100   853 68364 20883
  3505 36840 13199  5569 59124 20189 18873 51636  5555   387 37297 20707
  3887 33067 55195  7679 55189 59306 17267 38088 42077  7809  9843 20605
 48473  3843 28991  2969 52997 45040  2985 11119  3515 68190  3151 53227
 38639 51643 67088 43381 37963 17007 67149  9901  8167 13555  7420  2701
 67111 48787 66653 41871 42177  2929 13571 18979 27039 38738 10965 51765
 39989 41597  3343 39399 31983 67390 67059 13933 12599 41851   880 66307
  3915 65751   337 20991]","[   0.       789.14386  833.21967  896.651    896.7926   910.4642
  910.66406  919.62274  980.1148   982.0107   995.13666  999.691
 1004.61786 1007.7197  1011.16614 1013.74945 1014.44025 1023.53796
 1028.5732  1036.7189  1042.3564  1043.8018  1044.0072  1046.2026
 1046.6136  1047.3744  1051.8855  1052.7568  1054.8152  1058.5004
 1060.869   1066.6677  1071.8256  1074.5944  1076.817   1080.3462
 1083.4814  1084.107   1084.4861  1086.0718  1086.133   1087.6102
 1092.2673  1092.8628  1093.3673  1093.5227  1094.4241  1095.3046
 1096.094   1096.421   1098.681   1101.5598  1104.2853  1104.8394
 1105.3823  1105.9716  1110.059   1111.0854  1112.9263  1113.1051
 1113.2933  1114.5106  1115.5765  1117.7701  1118.1552  1119.545
 1120.9879  1121.7152  1123.0587  1123.806   1127.0084  1131.4486
 1132.8707  1133.0754  1133.8977  1134.5083  1137.1205  1137.2155
 1138.539   1139.184   1139.4583  1140.1864  1141.7719  1145.3811
 1145.9537  1152.2942  1152.8135  1155.9597  1159.6129  1159.6129
 1161.3104  1165.5287  1166.6833  1166.781   1167.4562  1171.695
 1171.9395  1172.6367  1173.6725  1175.8733 ]"
"[  684 20721 20497 32928 67281 44585 12822 63775 39249 33878 60258 61585
 67308 56465  6549 25551 42929 55220  4733 62904  9246  8609 45672 63661
  3307 62491  9891 35785  3357 61795  9780 39970 54315  7360 44950  3741
 62248 43105 28095 26690 50475 23917 40985 30376 54128  2783 60082 66193
 10016 60868 63945 11013  2065 52495 28294 44828 35492 47688 11458 64342
 32630 43681 59122 29152 10805 38937 59222 59030 37904 64445 61407 48443
 63508 28218 10945 49873 37925 52726 41730  8983 21366  5421  2518 47706
 26093 40929 24203 53692 55228  1264 49911 24096 63668 47990 23610 53323
 67327 57815 65392  5135]","[   0.     1146.5509 1175.7916 1240.8776 1253.7197 1308.4823 1309.9553
 1319.4435 1332.8158 1373.2094 1385.9415 1398.7609 1400.9015 1411.0592
 1414.1294 1437.1305 1455.1556 1459.0637 1469.9177 1474.7037 1477.3016
 1478.3031 1492.5953 1509.6655 1509.7083 1516.3717 1527.407  1528.9604
 1531.5521 1533.4298 1535.496  1539.4918 1540.5554 1552.9723 1558.5647
 1569.2228 1570.271  1570.6661 1570.873  1573.5028 1574.4882 1576.5114
 1579.2511 1579.5009 1580.2598 1583.5126 1586.1211 1587.9531 1588.0189
 1588.0494 1591.5741 1596.6036 1599.6534 1600.0822 1600.8242 1604.4021
 1605.736  1608.0697 1611.0338 1612.7098 1614.2754 1614.6423 1615.2585
 1619.1501 1620.3528 1621.466  1622.7418 1623.5397 1633.3973 1634.4072
 1635.4865 1639.3541 1640.5304 1641.4381 1643.82   1645.962  1646.7389
 1647.051  1650.1116 1651.9979 1654.4036 1656.6288 1657.3241 1658.912
 1663.1699 1664.234  1667.8136 1667.9391 1668.3516 1671.4368 1671.47
 1672.858  1674.6884 1675.1558 1676.9624 1678.53   1680.5984 1683.3081
 1683.6335 1685.4175]"
"[  685 58232   725 58951  8269 43559 58752 26289  5431  5597 54093 28729
 21649    17 10927 43687   963 11457 31329 59183  3513 39519 58990 32261
  6533  8109 64371 28739  7763 11761 51769 34734 25015   197  5775 43901
 58960 44775 15501 67046 18901  1621 51665 28623 31655  9918 51189 68912
 41441 51341 67500 58302   791   885 58358 58969 18902 58100 69712 34075
 40195  8441 50970 28785 35005 30781 10021   575 21659 59235 37319 68877
 37891 10187 53672 58777 58734 36387  6573 14301  4275 15645 30050  1749
 34649  9019  7777   817 14003 28751 43018 28643 10837 58233 11613 32285
 42868 47577 20511 21733]","[   0.      956.2102 1049.214  1068.7998 1163.4075 1180.7981 1189.1022
 1192.3242 1197.4235 1198.9253 1199.3785 1208.0575 1221.8772 1233.3486
 1236.69   1267.1638 1275.064  1277.2047 1283.4438 1284.8287 1286.2189
 1300.7275 1302.2493 1311.0793 1311.8678 1327.0282 1328.7024 1330.4214
 1331.4192 1339.903  1341.8315 1348.6411 1351.5188 1356.3234 1357.8494
 1361.7467 1370.9598 1375.1691 1376.4186 1379.223  1385.0679 1385.0874
 1388.3163 1392.0115 1393.9781 1398.8556 1402.6432 1404.1111 1404.4885
 1405.2235 1410.5021 1411.6431 1411.6667 1412.3339 1413.0417 1420.113
 1423.1721 1423.2509 1424.7709 1428.3977 1429.2096 1431.0493 1431.1261
 1432.8594 1435.1595 1436.0508 1437.6603 1441.5138 1443.0273 1445.1273
 1455.5171 1456.2462 1457.3473 1460.8632 1461.3486 1464.1862 1466.7314
 1468.9534 1469.0184 1469.9113 1470.0537 1471.4843 1472.4894 1472.521
 1474.1808 1477.4982 1478.0789 1480.6039 1481.2964 1488.5106 1489.0671
 1490.4492 1496.3967 1496.8173 1497.4742 1498.032  1499.1631 1499.5133
 1500.6788 1504.5554]"
"[  686 42549 56483 27507 62565 53392  2984 21662 15422  4020 38994 53334
 35306 51523  4478 18392 31826 64955 69323 22077 44588 41232 15172  1858
 27054 53866 62317 67695 12819 17350 48450 24670 69451 60026 34982  2386
 42427 57044 10946 24928 37098 51532 57526 32812 38320  2612 19989 26047
 52992  7352 57885  9669 27184 34732  2750 39252 65773 51704 12849 52960
 12408 28972 14850 27543 25128 27756 44805 56679 17974 22862 43356 37525
 12492 64715 28562 44254 16150 45657 43390 62104 22171 63356 57839 21732
 60585 18152  8990 60482 31902 54529 43352 61699 32252 50794 56064 34434
 22016  8396 11946 26091]","[   0.       974.62195 1006.68866 1011.2581  1017.61194 1053.0532
 1070.1958  1071.7639  1082.2976  1114.3585  1137.7328  1141.866
 1143.8391  1144.6891  1147.6206  1164.1409  1173.3018  1177.6779
 1186.8142  1191.52    1199.4177  1205.8964  1210.3103  1210.704
 1226.3776  1231.4922  1239.017   1239.725   1240.7897  1241.4899
 1246.199   1249.868   1253.7556  1261.3073  1267.5417  1268.3805
 1268.8999  1269.6685  1270.4023  1272.6143  1274.8254  1277.653
 1280.5413  1288.0497  1294.8138  1296.5126  1297.7153  1297.8903
 1303.4397  1305.3735  1305.5033  1305.7944  1307.3702  1309.5939
 1310.1427  1312.2606  1312.904   1313.3674  1317.3102  1319.3108
 1320.8395  1327.1553  1327.1768  1327.2954  1328.4491  1328.5228
 1329.2423  1329.8601  1331.3925  1332.8849  1336.6365  1337.4977
 1340.5249  1345.4297  1348.1514  1348.263   1348.4651  1350.2985
 1352.1686  1352.4523  1353.2413  1353.5934  1360.3683  1360.8967
 1362.861   1363.967   1365.312   1367.2549  1368.943   1372.1254
 1373.8268  1375.2288  1376.2289  1376.6216  1378.6947  1380.0319
 1382.1306  1384.0325  1384.1268  1387.0267 ]"
"[  687 57246 52357   741 43786 53435 67592 55783 35127 67571  9311 16261
 37127 35135 39229   727 52977 66487 44010 24643 58796 59748 59633  4095
 33931 57688 33757  7667 68807 62875 60281 35676 52481 41903 16253 36655
 66520 65233 68705 14985 19457 55835 25019 27605 52341 40065 24741 34957
 55369 65491 19619 17939 18441 58703 28481   793 46263  5669 13695 38087
 65029 36771 51093  5459 39447 31551 68899 20513 32121 66411 45525  6067
 25625  6379  6969 42069 33156 30836 13763 41219  2033 55477 30497 20571
 67795 53369 55333 53059  8581 66318 68817 39613 47009 12240  4091 38646
 69165 20915  9425 30583]","[   0.       849.74817  967.11273 1002.02747 1014.1129  1037.8661
 1045.0015  1056.1227  1060.3627  1092.2225  1100.1986  1100.8315
 1104.8525  1114.0956  1114.2074  1124.0712  1124.3296  1130.5114
 1133.6913  1134.0569  1134.2958  1141.7097  1144.7498  1154.3384
 1154.3782  1157.4476  1157.9473  1158.332   1158.8364  1159.7703
 1161.3177  1162.2241  1168.9872  1171.4346  1173.4015  1175.9303
 1180.455   1182.3832  1183.0237  1183.8632  1184.3163  1185.7988
 1190.9122  1191.8901  1192.078   1192.7863  1193.2175  1194.4078
 1194.5593  1198.0939  1204.4572  1207.9226  1213.0017  1214.0264
 1217.1787  1219.1816  1221.1699  1221.2277  1221.7799  1221.9906
 1222.0659  1223.0618  1223.1309  1223.6646  1226.3617  1227.1316
 1229.3542  1233.0057  1233.2365  1235.1292  1236.3273  1236.6483
 1236.6924  1237.8994  1238.996   1239.7507  1242.8004  1242.8387
 1243.8408  1243.8838  1244.0168  1244.0438  1246.7085  1248.3281
 1249.1001  1252.9318  1253.6519  1254.309   1254.8622  1255.7762
 1256.2611  1256.414   1256.9558  1257.1881  1257.2041  1258.7672
 1264.0977  1266.0597  1266.7778  1269.7083 ]"
"[  688 62861  7014 57930 46912 60467 38268 19903 62625 53748 62133 15680
 62652 64939 22548 12302 28077 29716 61402 21630 47364  6270 17071 62500
 23460 15867 52068 10940 27862 39020 34726  8582 47226 41026  4212 15750
 58670 26522  3408 33120 57188 35236 21668 46266 26088   252 64339 52594
 60111 23164 62143 19086  2168 19919 32048 14996 12774 20910 32947  3060
 29382 34934 16544 62665 21572 21742 16124 34386 58601 27384 61505 20550
 38430 34484 36158 26455 40360 63578 53600 10688 10138 13552 59714 31056
 37880  5564 46422 60667  2908 13490  1390 46950 34660  7644 25294 15887
 61754 36012 15925 32853]","[   0.     1167.2352 1232.8304 1307.6819 1353.6067 1357.6439 1378.0613
 1393.0416 1394.5261 1395.7124 1404.2019 1415.7047 1434.3263 1435.6375
 1479.2755 1485.1354 1499.8687 1500.9597 1503.6445 1509.902  1510.5536
 1521.6136 1522.2605 1529.2505 1543.1128 1545.8367 1552.393  1560.8818
 1563.7078 1564.761  1564.9569 1568.1212 1569.4996 1576.7543 1579.956
 1584.7262 1591.9978 1592.1652 1593.6621 1594.1913 1598.1671 1600.0378
 1601.6816 1603.1191 1604.4501 1605.2006 1605.8944 1608.4163 1610.2856
 1613.9863 1617.095  1620.4471 1620.8014 1622.6262 1627.5687 1628.7151
 1628.7566 1629.0344 1629.6973 1630.1125 1630.3484 1630.4822 1630.6361
 1631.7037 1632.9825 1633.376  1633.9113 1635.5583 1636.5986 1638.47
 1643.0687 1644.0334 1645.6652 1645.9271 1648.1295 1654.7235 1656.4839
 1656.8075 1656.8549 1657.7867 1657.8643 1658.0236 1660.5304 1662.259
 1663.5297 1664.2743 1666.2089 1666.3313 1668.7759 1670.271  1670.6672
 1670.7876 1671.5935 1672.0394 1672.7734 1672.7767 1673.1552 1673.8444
 1675.1215 1676.0182]"
"[  689   669 66478 28821 35473 57201 17905 17977   927 28755 22297 68343
 38543 67203 68731 68772  5929  2581 66489  8193  6629 49675 53533 68921
  7181 57221  9869 67255 43423 53195 35063 38893 43685 49459 52617 44325
  5285 66454 22265 48523 47957  4951 39897 53293 33079 43665  8309 49085
 59696 40103 14419 48627  8272 66795 33277 66766 44045 44720 39839 12115
  5881 58015   639 65033 41117 58350  5327  6603 53387 12107  3309 38177
 52609 65031 49389 51029 33963 51997 66293 37323 38889 43465  6607 24419
 34037 59929 49387 27547 19179 53243 57117 20531 59898 68858  3195 68895
 19818 34619 17923 12691]","[   0.     1031.7427 1077.4099 1090.4536 1114.4937 1129.5924 1140.06
 1189.2094 1212.0083 1240.5269 1246.6755 1250.168  1260.5931 1270.3704
 1294.7714 1294.973  1296.8628 1298.2966 1301.793  1303.7753 1306.0728
 1308.5648 1308.8823 1309.3472 1313.3464 1323.7428 1325.9359 1326.5994
 1329.1547 1330.0864 1331.7147 1332.656  1334.443  1337.2838 1342.086
 1342.5316 1344.0763 1348.0304 1355.3092 1357.8428 1358.9706 1362.8698
 1366.9604 1368.7765 1371.2725 1372.5386 1372.776  1377.4121 1382.7302
 1383.7966 1384.6794 1385.4432 1386.4353 1388.5931 1394.3213 1394.3716
 1395.5106 1396.3889 1399.2834 1403.1486 1405.3376 1406.9065 1418.0166
 1424.9418 1425.5487 1432.4298 1432.8873 1434.3169 1439.6687 1439.7148
 1446.2161 1448.1392 1449.4443 1450.5764 1453.4545 1455.3904 1458.2959
 1458.8523 1460.5496 1461.5817 1462.8728 1464.631  1474.4783 1475.5128
 1475.83   1476.555  1478.0731 1478.203  1479.1058 1481.7133 1482.6989
 1483.0796 1484.3582 1484.9437 1485.4246 1486.108  1486.3123 1486.3926
 1490.6096 1490.9443]"
"[  690 47624 17024 46180 40688 22566 23806 25936 17670 43402 14562 19318
 46544 41682 23906 67676 44760  7964 24097 58632 67673 55414 22690 13732
  5260  6486 61874 20092 18186 67210 37472 36888  6984 30424 25256 47468
 37662   836 21548  6018 44330 55394 57138 43148 10622  4184  9702 33954
 63171 62913 19288 42490 24716 27510 17610 50570 56658 49426  3180 12770
  9514 22156 61902 28924 29388 18336  1210 52474 17522 10030  7024 31772
 18576 55350 17016 49402 55902 17598 61026 55960 19741  1000 35918 62125
 62064 12736 42046 44452 25560 27000 17584 60177 20978 47920 54566 38266
  5910 32875 56054 54810]","[   0.       808.18317 1206.4158  1277.3661  1278.3004  1309.3228
 1346.4684  1384.7418  1393.9752  1397.0107  1414.3628  1422.5234
 1424.4813  1432.4681  1432.5969  1494.5087  1497.9332  1505.489
 1519.1077  1526.7324  1531.5903  1532.5038  1538.0999  1539.8097
 1547.1761  1553.8787  1556.6432  1561.2213  1561.9907  1561.9939
 1563.4011  1568.8394  1569.0803  1570.9672  1579.2688  1582.2393
 1587.3535  1590.3779  1591.4827  1592.4236  1594.3036  1594.4037
 1595.0496  1595.2245  1596.467   1597.8395  1603.6066  1605.5529
 1607.6128  1609.0491  1611.0199  1619.8568  1620.3102  1623.3585
 1629.8313  1633.7837  1634.0264  1635.7891  1635.8569  1637.1063
 1643.7441  1644.8507  1646.2712  1648.1523  1651.3337  1651.753
 1652.0778  1653.2511  1653.9005  1654.7452  1656.7423  1657.1385
 1661.2263  1662.7522  1662.7883  1663.9922  1664.463   1666.6664
 1667.0858  1668.3168  1671.9187  1672.3777  1672.4631  1673.0138
 1675.4478  1675.581   1677.4767  1678.0951  1678.7799  1680.2476
 1681.2216  1681.4669  1682.0176  1684.6765  1685.0894  1687.2721
 1687.9506  1689.676   1691.8517  1691.9409 ]"
"[  691   671 13569 24711 39699  8379 67784 49641  7454 67890 37978 67832
 17477 17351 59625 16483  5749 51305  8589  5527 24555  4685  3331 67748
 41289  8258 58266  5601 35507 17925 17279 24811 67881 48177 68360 43349
 42261 19339 37155 61211 47075 36509 59686 67150 68252 53119 23885 17425
   573  6371 18863 50477 19555 13689 12949 28831 37741  9399 65327 45855
 65093 38831 11249  5643 37081 35329  1425  4149 46275 42581  5073 20691
 42657  1497 51129 40201 22844 49768 46949 45001 53199  9331 32367 38105
   351 69661 59854  2717 47875 65490 42719 21019 24631  6531 40896 28531
 50482 19623 11917 16086]","[  0.      563.2628  582.26025 595.1403  615.05444 620.6303  636.715
 651.6418  672.6158  677.01697 690.8328  714.8895  721.31476 724.8986
 725.5281  726.78674 731.83057 739.3315  744.73285 748.48315 754.83905
 761.93243 762.1181  762.9928  764.1891  765.2163  771.2788  771.9229
 775.4109  776.0399  777.9383  778.8973  779.1322  780.04297 781.5088
 789.6917  793.8709  794.9497  795.1239  795.1692  796.1124  796.3322
 796.94543 798.78094 801.65643 802.10724 803.2976  805.29065 812.92065
 816.1293  818.644   819.45715 820.0805  820.9896  821.0213  821.35376
 824.5629  824.60474 824.9412  825.5319  825.8777  832.8187  836.84406
 838.068   839.8202  841.362   842.6761  842.7384  843.2319  844.1191
 844.78577 845.799   847.25854 847.8602  850.434   850.4975  855.5004
 856.1793  861.1248  862.1131  862.6315  862.67957 864.7601  866.37634
 866.6764  867.05884 868.9741  869.1145  869.43604 870.1115  872.0573
 872.6626  873.1386  875.2788  876.4987  878.53174 879.2059  879.2127
 881.1748  881.8583 ]"
"[  692 45778  4494  8906  1630 25682 48936  3625 53898 47128 18101 40934
 62402 56951 25602 56793 50694 18233 14241  3222 33637 64976 17412  1932
 19514 22714 46749 56676 29742 10396 61043 43612 10594 40062 14927 11046
 51694 61958 27272 55736 60379 30276  9704 36346 46731 48399 67669 55037
  7526 60802 58218 18121 63758 53622 64576 39638 36322 21186 12460 52770
 25313 63865 33545 62330 54379  6268 29256 49940 31660 56267 34022 61230
  5111 50022 34596 10832 54046 14620 48068 18866 43398 28034 23999 63025
 46220 17922 55812 36540 69344 42236 51926 32188 40460   914  6454 57548
 51146 24113  1922 48172]","[   0.     1116.0421 1154.4531 1201.8411 1206.6296 1207.74   1230.3215
 1239.249  1246.299  1275.2446 1283.3802 1292.1257 1299.0593 1304.2611
 1310.997  1321.8336 1323.5305 1326.3114 1344.652  1347.4113 1354.2861
 1361.2223 1364.944  1376.8994 1378.9608 1379.593  1383.0444 1386.2153
 1391.3954 1392.5466 1395.0283 1398.4631 1401.5594 1403.9406 1407.5425
 1409.7098 1411.7539 1412.5381 1417.1079 1423.4093 1429.2261 1437.3503
 1444.1852 1444.2334 1450.8632 1452.6107 1452.6981 1453.3228 1454.0571
 1454.274  1459.3303 1460.949  1461.4025 1464.3087 1468.5718 1470.1833
 1470.4557 1473.187  1474.62   1475.344  1476.4888 1478.5818 1479.5975
 1480.6718 1484.47   1485.6753 1492.463  1492.8218 1493.2424 1494.1884
 1496.6245 1498.6687 1501.3887 1502.6832 1504.3351 1505.7128 1507.9171
 1509.2882 1512.6748 1517.496  1518.0471 1518.5237 1518.5404 1518.7847
 1520.1122 1521.2091 1522.2238 1522.4336 1523.7726 1525.3475 1525.9135
 1528.0582 1529.2875 1530.152  1535.4762 1535.9596 1536.3551 1536.8986
 1539.0581 1539.1118]"
"[  693  1299   813   807  7983 58373 14422 67955 44425 16754 16089 37763
  7895 34252 11531 38609 20299 13491 41217 14369 69477 16837  4187 20309
 20145 57387   801 15067 28631 15495 35393 67994 52574 41593 45852 17353
 35403  1447 61957 11601 19423 33027 68253  4183 38148  9036  4241 38617
 41335 34664 64279 67229 33274 39899 28454 19443 16283 55833  9939 44395
 24897 13585  9242 53239 42746 40815 40699 49282 16024 38879 67015 68119
 59572  5247 69510 69686 66279 20165  4031 54877 45917 68262 67469 24229
 38785 69612  8993 33047 64615 68161 62607 16123 61031 68361 38839 24269
 57649 45077 13023 10194]","[   0.     1198.1865 1348.1179 1374.3904 1483.5559 1494.3386 1496.6135
 1559.0651 1573.07   1589.6812 1589.9286 1603.4188 1606.3552 1607.0828
 1620.1022 1624.3162 1632.9158 1636.7172 1638.882  1641.4375 1642.067
 1653.5616 1662.0725 1663.2014 1665.4877 1670.0505 1678.7671 1682.8434
 1683.3431 1684.7238 1685.9359 1686.5995 1688.2006 1694.4751 1699.1948
 1702.1798 1709.0109 1710.1249 1710.4064 1710.7717 1716.8638 1717.3625
 1717.8064 1723.2653 1728.773  1733.2213 1734.4258 1740.6329 1746.7587
 1747.863  1749.7749 1751.1396 1751.75   1756.652  1757.6835 1759.1754
 1764.5166 1765.7667 1768.1318 1779.1085 1780.1213 1781.4819 1787.3344
 1793.084  1794.0417 1794.353  1808.2369 1808.3329 1808.942  1813.2471
 1821.0862 1823.612  1827.4813 1827.5536 1827.9283 1828.9899 1829.7975
 1830.7435 1831.3848 1831.9572 1833.822  1833.8743 1837.998  1839.112
 1839.175  1842.0961 1843.1809 1845.0626 1845.5151 1848.6436 1849.9537
 1851.5048 1851.8745 1852.6227 1855.1617 1856.087  1856.7073 1857.5175
 1859.7236 1859.772 ]"
"[  694 22494  7122 21286 12198   876 52430 44812 27762  6404 18450 57580
  1362 14438 64634 61353  3816 63216 35686 21104 64496  3931 21190  2442
 23930 27126 50013 29656 52662 13518 22934  3154 39690 31972 50886 16154
 14745 37325 17859 52292 64726 34020 24654 24826  8732  7182 44180   708
 31540 64948 33820 62776 62691 44874 57244 64290 57216 39940 68756 41124
 63880 42820 23288 62552 50001 54190 46222 60976 18310 20550 13150 44206
 16564 56026 13626 45458 29100 50554 62203 17743 16040  2546   370  9492
 28474  5296 31630 49290 19790 68635 21045 25544 20630 32072 62566 65710
 63984 25968 40698  7320]","[   0.     1079.3109 1138.0563 1276.0055 1278.5793 1307.1235 1335.0648
 1339.606  1344.6018 1347.1901 1374.2493 1375.3145 1375.7717 1381.1716
 1389.8032 1390.3252 1398.4448 1405.2808 1408.5002 1420.1873 1427.6267
 1432.0413 1438.5851 1441.6123 1442.5686 1451.4679 1455.2312 1456.673
 1458.0792 1459.3135 1464.9949 1466.2548 1469.5492 1472.2683 1474.5494
 1478.5466 1479.3009 1479.6418 1480.3054 1490.6559 1491.3353 1491.9604
 1501.8529 1507.4578 1510.2914 1514.6382 1514.742  1515.2852 1516.3376
 1520.4956 1523.9252 1523.958  1525.9354 1527.2635 1539.837  1540.8667
 1541.975  1544.6284 1546.9832 1547.6896 1551.3794 1560.6223 1561.6729
 1561.7986 1562.1316 1562.577  1562.8478 1565.4498 1566.415  1566.5159
 1567.8042 1567.9691 1570.1029 1571.8843 1572.0334 1572.823  1573.0983
 1576.1945 1577.1782 1577.8628 1578.856  1581.4456 1581.7844 1582.4983
 1583.0682 1584.5349 1587.4911 1588.3044 1588.5902 1589.8025 1592.3093
 1593.5222 1593.7942 1595.0706 1595.7904 1596.7485 1599.8037 1600.3578
 1600.4175 1600.578 ]"
